1,0.0015251636505126953
2,0.0014472007751464844
3,0.0028221607208251953
4,0.008765220642089844
5,0.03376293182373047
6,0.1740410327911377
7,0.48749208450317383
8,7.389127016067505
9,60.61835217475891
1,0.006043910980224609
2,0.01016998291015625
3,0.01116490364074707
4,0.022484302520751953
5,0.0759580135345459
6,0.27640771865844727
7,1.0479130744934082
8,9.686556339263916
9,72.26929187774658
1,0.012951850891113281
2,0.011840105056762695
3,0.06824707984924316
4,0.07754969596862793
5,0.1490461826324463
6,0.4707310199737549
7,8.403043746948242
8,11.755836248397827
9,81.55739903450012
1,0.026053190231323242
2,0.0500030517578125
3,0.0479428768157959
4,0.5046567916870117
5,0.5211737155914307
6,1.0914559364318848
7,15.868326902389526
8,17.194780826568604
9,105.42193078994751
1,0.04082798957824707
2,0.0402071475982666
3,0.0737450122833252
4,0.20621609687805176
5,4.018484115600586
6,4.228229284286499
7,5.603199005126953
8,30.932108879089355
9,156.3958821296692
3,0.0033888816833496094
